seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr2	77816381	77817042	662	*	X0827	241494	77410634	77817259	406626	-	0	inside	216	Zfp385b
chr2	80580957	80581329	373	*	X0828	50884	80500512	80581380	80869	-	0	inside	50	Nckap1
chr2	82053346	82053744	399	*	X0829	241514	82053222	82259879	206658	+	0	inside	123	Zfp804a
chr2	90580217	90580610	394	*	X0831	19271	90429754	90580647	150894	-	0	inside	36	Ptprj
chr2	93334366	93334757	392	*	X0835	241556	93201760	93334505	132746	-	0	overlapStart	0	Tspan18
chr2	104494324	104494717	394	*	X0836	15259	104426481	104494446	67966	-	0	overlapStart	0	Hipk3
chr2	105126645	105127383	739	*	X0837	22431	105126529	105173616	47088	+	0	inside	115	Wt1
chr2	105126645	105127383	739	*	X0837	329480	105076538	105126510	49973	-	134	upstream	134	Wt1os
chr2	109917714	109918248	535	*	X0838	107515	109917647	110014257	96611	+	0	inside	66	Lgr4
chr2	112239635	112239948	314	*	X0839	99010	112239468	112247111	7644	+	0	inside	166	Lpcat4
chr2	114013316	114013800	485	*	X0840	100303644	114013567	114064868	51302	+	0	overlapStart	0	C130080G10Rik
chr2	114013316	114013800	485	*	X0840	14617	114009601	114013619	4019	-	0	overlapStart	0	Gjd2
chr2	114013316	114013800	485	*	X0840	320846	114013563	114068324	54762	+	0	overlapStart	0	A530058N18Rik
chr2	117121060	117121652	593	*	X0842	114715	117121374	117182279	60906	+	0	overlapStart	0	Spred1
chr2	118745704	118746069	366	*	X0844	100043272	118745758	118748810	3053	+	0	overlapStart	0	Inafm2
chr2	119742156	119742588	433	*	X0847	228550	119742337	119751263	8927	+	0	overlapStart	0	Itpka
chr2	127336148	127336520	373	*	X0850	13537	127336159	127338376	2218	+	0	overlapStart	0	Dusp2
chr2	129593014	129593527	514	*	X0852	19261	129592835	129632228	39394	+	0	inside	178	Sirpa
chr2	130295128	130295541	414	*	X0853	228598	130295169	130370481	75313	+	0	overlapStart	0	Ebf4
chr2	131041271	131041727	457	*	X0854	102465606	131040319	131040398	80	-	872	upstream	872	Mir6973b
chr2	132144795	132145156	362	*	X0856	54338	132052496	132145108	92613	-	0	overlapStart	0	Slc23a2
chr2	132846829	132847142	314	*	X0857	66586	132846666	132866785	20120	+	0	inside	162	Crls1
chr2	135659115	135659812	698	*	X0858	18798	135659011	136014593	355583	+	0	inside	103	Plcb4
chr2	139678223	139678556	334	*	X0859	319909	139678178	139758581	80404	+	0	inside	44	Ism1
chr2	143862585	143862935	351	*	X0860	12075	143826528	143863173	36646	-	0	inside	237	Bfsp1
chr2	144010678	144011029	352	*	X0861	81910	143947395	144011263	63869	-	0	inside	233	Rrbp1
chr2	145167692	145168277	586	*	X0863	94249	145167754	145642166	474413	+	0	overlapStart	0	Slc24a3
chr2	146221520	146223506	1987	*	X0864	53626	146221921	146225020	3100	+	0	overlapStart	0	Insm1
chr2	147083908	147085628	1721	*	X0865	228731	147083316	147085445	2130	-	0	overlapStart	0	Nkx2-4
chr2	148395134	148395465	332	*	X0868	20608	148395344	148396767	1424	+	0	overlapStart	0	Sstr4
chr2	152081717	152082186	470	*	X0871	545474	152081529	152095802	14274	+	0	inside	187	Scrt2
chr2	152143472	152144111	640	*	X0873	21407	152143561	152149097	5537	+	0	overlapStart	0	Tcf15
chr2	152396968	152398302	1335	*	X0874	20667	152393611	152398063	4453	-	0	overlapStart	0	Sox12
chr2	153031923	153032284	362	*	X0875	228787	153031852	153055775	23924	+	0	inside	70	Xkr7
chr2	153529638	153530586	949	*	X0878	329540	153407462	153529971	122510	-	0	overlapStart	0	Nol4l
chr2	153649399	153649704	306	*	X0879	13436	153649450	153687730	38281	+	0	overlapStart	0	Dnmt3b
chr2	154791230	154791727	498	*	X0880	19383	154791096	154867261	76166	+	0	inside	133	Raly
chr2	154791230	154791727	498	*	X0880	50518	154791402	155051012	259611	+	0	overlapStart	0	a
chr2	155276482	155276893	412	*	X0881	66734	155276297	155278073	1777	+	0	inside	184	Map1lc3a
chr2	155473351	155473896	546	*	X0882	56406	155390656	155473894	83239	-	0	overlapStart	0	Ncoa6
chr2	155775535	155775905	371	*	X0883	17391	155775342	155818366	43025	+	0	inside	192	Mmp24
chr2	156613464	156614445	982	*	X0884	100504350	156609206	156613422	4217	-	41	upstream	41	Gm14169
chr2	156613464	156614445	982	*	X0884	228836	156613705	156764363	150659	+	0	overlapStart	0	Dlgap4
chr2	156720864	156720907	44	*	X0885	74846	156714540	156720909	6370	-	0	inside	1	4930405A21Rik
chr2	156720965	156721209	245	*	X0886	74846	156714540	156720909	6370	-	55	upstream	55	4930405A21Rik
chr2	157079005	157079426	422	*	X0887	320706	157015799	157079254	63456	-	0	overlapStart	0	Soga1
chr2	157914436	157914959	524	*	X0888	277432	157914653	157944719	30067	+	0	overlapStart	0	Vstm2l
chr2	158610779	158611119	341	*	X0890	100045469	158595472	158610723	15252	-	55	upstream	55	Gm14204
chr2	158610779	158611119	341	*	X0890	22348	158610767	158615748	4982	+	0	inside	11	Slc32a1
chr2	160366654	160367412	759	*	X0891	16658	160363703	160367065	3363	-	0	overlapStart	0	Mafb
chr2	160731379	160731871	493	*	X0892	18803	160731300	160775760	44461	+	0	inside	78	Plcg1
chr2	160911901	160912479	579	*	X0893	280635	160906437	160912328	5892	-	0	overlapStart	0	Emilin3
chr2	162660691	162661372	682	*	X0894	19281	161521990	162661147	1139158	-	0	overlapStart	0	Ptprt
chr2	162660691	162661372	682	*	X0894	77288	162661163	162667109	5947	+	0	overlapStart	0	9430021M05Rik
chr2	163202769	163203513	745	*	X0895	269389	163203125	163324170	121046	+	0	overlapStart	0	Tox2
chr2	163918497	163919244	748	*	X0898	241770	163859751	163918683	58933	-	0	overlapStart	0	Rims4
chr2	165233865	165235047	1183	*	X0901	104010	165111507	165234853	123347	-	0	overlapStart	0	Cdh22
chr2	165594946	165595311	366	*	X0902	14049	165595032	165771727	176696	+	0	overlapStart	0	Eya2
chr2	166713555	166713866	312	*	X0904	277360	166566342	166713832	147491	-	0	overlapStart	0	Prex1
chr2	167189684	167190606	923	*	X0906	16500	167095969	167190155	94187	-	0	overlapStart	0	Kcnb1
chr2	167348698	167349327	630	*	X0907	56336	167298444	167349183	50740	-	0	overlapStart	0	B4galt5
chr2	167688725	167690091	1367	*	X0908	12608	167688915	167690418	1504	+	0	overlapStart	0	Cebpb
chr2	167688725	167690091	1367	*	X0908	329562	167691177	167729172	37996	+	1085	upstream	1085	A530013C23Rik
chr2	167688725	167690091	1367	*	X0908	407243	167642608	167689822	47215	-	0	overlapStart	0	Tmem189
chr2	168080911	168081387	477	*	X0909	58220	168081004	168101203	20200	+	0	overlapStart	0	Pard6b
chr2	168206591	168206937	347	*	X0910	11538	168180986	168207112	26127	-	0	inside	174	Adnp
chr2	168741494	168742172	679	*	X0911	11981	168634438	168742409	107972	-	0	inside	236	Atp9a
chr2	172939775	172940372	598	*	X0914	12162	172868012	172940321	72310	-	0	overlapStart	0	Bmp7
chr2	174110187	174110876	690	*	X0915	228961	174110349	174123070	12722	+	0	overlapStart	0	Npepl1
chr2	178414408	178414739	332	*	X0918	228966	178411206	178414472	3267	-	0	overlapStart	0	Ppp1r3d
chr2	178414408	178414739	332	*	X0918	71532	178414524	178424428	9905	+	0	overlapStart	0	Fam217b
chr2	179442202	179443229	1028	*	X0919	12561	179442431	179899373	456943	+	0	overlapStart	0	Cdh4
chr2	179976120	179976719	600	*	X0920	228980	179912152	179976646	64495	-	0	overlapStart	0	Taf4
chr2	179976120	179976719	600	*	X0920	66730	179975993	179979013	3021	+	0	inside	126	4921531C22Rik
chr2	180104309	180104556	248	*	X0921	99296	180099465	180104488	5024	-	0	overlapStart	0	Hrh3
chr2	180104583	180104719	137	*	X0922	99296	180099465	180104488	5024	-	94	upstream	94	Hrh3
chr2	180641857	180642766	910	*	X0923	277353	180621956	180642708	20753	-	0	overlapStart	0	Tcfl5
chr2	180892910	180893646	737	*	X0924	723951	180894040	180895220	1181	+	393	upstream	393	Mir124a-3
chr2	181134866	181135417	552	*	X0925	16536	181075579	181135300	59722	-	0	overlapStart	0	Kcnq2
chr2	181287746	181288090	345	*	X0926	229004	181251449	181288035	36587	-	0	overlapStart	0	Gmeb2
chr2	181458962	181459757	796	*	X0927	72147	181387762	181459426	71665	-	0	overlapStart	0	Zbtb46
chr3	8667163	8667570	408	*	X0928	15213	8663359	8667256	3898	-	0	overlapStart	0	Hey1
chr3	9250771	9251325	555	*	X0929	229055	9250602	9285333	34732	+	0	inside	168	Zbtb10
chr3	9609140	9609990	851	*	X0930	170753	9427020	9610085	183066	-	0	inside	94	Zfp704
chr3	19311055	19311525	471	*	X0931	18583	19223108	19311322	88215	-	0	overlapStart	0	Pde7a
chr3	22076811	22077319	509	*	X0932	81004	22076652	22216594	139943	+	0	inside	158	Tbl1xr1
chr3	31094438	31095274	837	*	X0933	20482	31095058	31122577	27520	+	0	overlapStart	0	Skil
chr3	32616342	32616651	310	*	X0934	14696	32580332	32616585	36254	-	0	overlapStart	0	Gnb4
chr3	33142847	33143329	483	*	X0935	58869	32949408	33143247	193840	-	0	overlapStart	0	Pex5l
chr3	35754092	35754545	454	*	X0936	76295	35754134	35856276	102143	+	0	overlapStart	0	Atp11b
chr3	36689617	36690294	678	*	X0938	22065	36620482	36690167	69686	-	0	overlapStart	0	Trpc3
chr3	38484566	38484877	312	*	X0940	99696	38449259	38484844	35586	-	0	overlapStart	0	Ankrd50
chr3	40949782	40950529	748	*	X0941	214048	40949828	41012377	62550	+	0	overlapStart	0	Larp1b
chr3	51341274	51341625	352	*	X0942	69257	51252720	51340663	87944	-	610	upstream	610	Elf2
chr3	59005696	59007215	1520	*	X0943	329650	59005825	59318682	312858	+	0	overlapStart	0	Med12l
chr3	68869630	68870100	471	*	X0945	68725	68869586	68872163	2578	+	0	inside	43	1110032F04Rik
chr3	69722091	69722414	324	*	X0946	97112	69721985	69756373	34389	+	0	inside	105	Nmd3
chr3	79286898	79287302	405	*	X0947	76089	79062516	79286517	224002	-	380	upstream	380	Rapgef2
chr3	82876025	82876596	572	*	X0948	633285	82837228	82876483	39256	-	0	overlapStart	0	Rbm46
chr3	82876025	82876596	572	*	X0948	78212	82876705	82943638	66934	+	108	upstream	108	Rbm46os
chr3	84814677	84814991	315	*	X0949	50754	84815268	84979198	163931	+	276	upstream	276	Fbxw7
chr3	86224122	86224424	303	*	X0950	80877	86224680	86782692	558013	+	255	upstream	255	Lrba
chr3	89831196	89831639	444	*	X0951	214547	89831370	89858834	27465	+	0	overlapStart	0	She
chr3	96594387	96594629	243	*	X0954	69870	96577872	96594181	16310	-	205	upstream	205	Polr3gl
chr3	100685588	100685927	340	*	X0956	17156	100562208	100685503	123296	-	84	upstream	84	Man1a2
chr3	101109829	101110330	502	*	X0957	19221	101040232	101110278	70047	-	0	overlapStart	0	Ptgfrn
chr3	102204424	102204862	439	*	X0958	229658	102153583	102204693	51111	-	0	overlapStart	0	Vangl1
chr3	104961620	104961957	338	*	X0960	22414	104945272	104961921	16650	-	0	overlapStart	0	Wnt2b
chr3	105452090	105452628	539	*	X0961	56543	105452330	105674002	221673	+	0	overlapStart	0	Kcnd3
chr3	107036104	107036618	515	*	X0962	16491	107036169	107038070	1902	+	0	overlapStart	0	Kcna3
chr3	107101392	107101882	491	*	X0963	16490	107101146	107115005	13860	+	0	inside	245	Kcna2
chr3	108415739	108416070	332	*	X0964	53883	108390851	108415552	24702	-	186	upstream	186	Celsr2
chr3	108536362	108536543	182	*	X0965	229722	108455694	108536536	80843	-	0	overlapStart	0	Elapor1
chr3	108536362	108536543	182	*	X0965	75504	108537534	108544723	7190	+	990	upstream	990	1700013F07Rik
chr3	109340594	109340905	312	*	X0966	57257	109340653	109685698	345046	+	0	overlapStart	0	Vav3
chr3	135438900	135439252	353	*	X0971	319587	135436209	135438665	2457	-	234	upstream	234	4930539J05Rik
chr3	135691141	135691546	406	*	X0972	18033	135584655	135691547	106893	-	0	inside	0	Nfkb1
chr3	136669982	136670496	515	*	X0973	19055	136670124	136937727	267604	+	0	overlapStart	0	Ppp3ca
chr3	138742070	138742395	326	*	X0975	56224	138742195	138907905	165711	+	0	overlapStart	0	Tspan5
chr3	145987908	145988345	438	*	X0976	214804	145987870	146021720	33851	+	0	inside	37	Syde2
chr3	152667922	152668368	447	*	X0977	229949	152462815	152668360	205546	-	0	overlapStart	0	Ak5
chr4	8690442	8692028	1587	*	X0979	320790	8690406	8867659	177254	+	0	inside	35	Chd7
chr4	11190794	11191154	361	*	X0981	12448	11191351	11204779	13429	+	196	upstream	196	Ccne2
chr4	22487474	22488121	648	*	X0986	18992	22482780	22488366	5587	-	0	inside	244	Pou3f2
chr4	32238491	32239220	730	*	X0987	12014	32238804	32586108	347305	+	0	overlapStart	0	Bach2
chr4	33031253	33031699	447	*	X0988	100504166	33027142	33031323	4182	-	0	overlapStart	0	4933421O10Rik
chr4	33031253	33031699	447	*	X0988	56228	33031416	33052363	20948	+	0	overlapStart	0	Ube2j1
chr4	33209111	33209427	317	*	X0989	272009	33208991	33233340	24350	+	0	inside	119	Srsf12
chr4	33923886	33924979	1094	*	X0990	12801	33924593	33948831	24239	+	0	overlapStart	0	Cnr1
chr4	43631324	43631714	391	*	X0993	230103	43631935	43651244	19310	+	220	upstream	220	Npr2
chr4	44233582	44234148	567	*	X0994	73469	44126210	44233789	107580	-	0	overlapStart	0	Rnf38
chr4	45184524	45184958	435	*	X0997	666060	45184875	45285936	101062	+	0	overlapStart	0	Frmpd1
chr4	46601793	46602120	328	*	X1000	107684	46536937	46602202	65266	-	0	inside	81	Coro2a
chr4	46991268	46992093	826	*	X1001	242425	46662305	46991873	329569	-	0	overlapStart	0	Gabbr2
chr4	48585175	48585597	423	*	X1002	230157	48585174	48663131	77958	+	0	inside	0	Tmeff1
chr4	53440413	53440732	320	*	X1004	100434	53440413	53622478	182066	+	0	inside	0	Slc44a1
chr4	55532203	55532559	357	*	X1005	16600	55527143	55532466	5324	-	0	overlapStart	0	Klf4
chr4	56990082	56990435	354	*	X1006	230235	56957173	56990391	33219	-	0	overlapStart	0	Frrs1l
chr4	57143036	57143621	586	*	X1007	54357	56991972	57143437	151466	-	0	overlapStart	0	Epb41l4b
chr4	58911761	58912452	692	*	X1008	230249	58798911	58912749	113839	-	0	inside	296	Ecpas
chr4	59189100	59189602	503	*	X1009	22234	59189257	59222833	33577	+	0	overlapStart	0	Ugcg
chr4	66403848	66404532	685	*	X1014	56079	65380803	66404611	1023809	-	0	inside	78	Astn2
chr4	73790759	73791085	327	*	X1015	242505	73714579	73790994	76416	-	0	overlapStart	0	Rasef
chr4	73790759	73791085	327	*	X1015	667768	73791246	73798372	7127	+	160	upstream	160	Gm11240
chr4	78211710	78212130	421	*	X1016	19266	75941238	78211961	2270724	-	0	overlapStart	0	Ptprd
chr4	83486125	83486516	392	*	X1017	101739	83455680	83486459	30780	-	0	overlapStart	0	Psip1
chr4	93334918	93335535	618	*	X1021	69136	93334138	93335511	1374	-	0	overlapStart	0	Tusc1
chr4	99656547	99658024	1478	*	X1022	15221	99656299	99658622	2324	+	0	inside	247	Foxd3
chr4	100776778	100777131	354	*	X1023	320508	100776675	101029220	252546	+	0	inside	102	Cachd1
chr4	101356240	101356609	370	*	X1024	77866	101346531	101356248	9718	-	0	overlapStart	0	E130102H24Rik
chr4	101496489	101496834	346	*	X1026	72685	101496631	101642799	146169	+	0	overlapStart	0	Dnajc6
chr4	105109635	105110074	440	*	X1028	108079	105029874	105109890	80017	-	0	overlapStart	0	Prkaa2
chr4	106316072	106316671	600	*	X1029	329908	106316213	106441322	125110	+	0	overlapStart	0	Usp24
chr4	107434363	107434793	431	*	X1032	230587	107434591	107635061	200471	+	0	overlapStart	0	Glis1
chr4	107802153	107802490	338	*	X1034	16975	107801869	107876840	74972	+	0	inside	283	Lrp8
chr4	108217585	108218156	572	*	X1037	230590	108181738	108218048	36311	-	0	overlapStart	0	Zyg11a
chr4	110351613	110351940	328	*	X1040	15572	110203722	110351909	148188	-	0	overlapStart	0	Elavl4
chr4	114405906	114406244	339	*	X1041	666048	114406724	114615098	208375	+	479	upstream	479	Trabd2b
chr4	114907887	114908964	1078	*	X1042	100040736	114909257	114921967	12711	+	292	upstream	292	Foxd2os
chr4	114907887	114908964	1078	*	X1042	17301	114906282	114908873	2592	-	0	overlapStart	0	Foxd2
chr4	114925098	114926088	991	*	X1043	30923	114925147	114926013	867	-	0	includeFeature	0	Foxe3
chr4	115939782	115940114	333	*	X1044	140477	115915119	115939926	24808	-	0	overlapStart	0	Dmbx1
chr4	116463772	116464126	355	*	X1046	17776	116306762	116464183	157422	-	0	inside	56	Mast2
chr4	116877048	116877634	587	*	X1047	74464	116877376	116989264	111889	+	0	overlapStart	0	Zswim5
chr4	118290702	118291424	723	*	X1049	19268	118208213	118291405	83193	-	0	overlapStart	0	Ptprf
chr4	119492394	119492710	317	*	X1050	194237	119465283	119492628	27346	-	0	overlapStart	0	Rimkla
chr4	119539751	119540071	321	*	X1051	433752	119530308	119539529	9222	-	221	upstream	221	Frg2f1
chr4	120287470	120287885	416	*	X1053	329934	120267079	120287349	20271	-	120	upstream	120	Foxo6
chr4	120854775	120855217	443	*	X1055	242662	120854816	120896579	41764	+	0	overlapStart	0	Rims3
chr4	123664397	123665058	662	*	X1056	102633214	123665881	123671217	5337	+	822	upstream	822	Gm12925
chr4	124894649	124895039	391	*	X1059	73628	124890888	124894782	3895	-	0	overlapStart	0	1700125G02Rik
chr4	124986420	124986773	354	*	X1060	192199	124986430	125009099	22670	+	0	overlapStart	0	Rspo1
chr4	125489994	125490964	971	*	X1061	14807	125490700	125714173	223474	+	0	overlapStart	0	Grik3
chr4	127168918	127169844	927	*	X1064	242667	127169204	127237022	67819	+	0	overlapStart	0	Dlgap3
chr4	127987997	127988348	352	*	X1065	329942	127987857	128567656	579800	+	0	inside	139	Csmd2
chr4	128805869	128806316	448	*	X1066	230761	128773088	128806045	32958	-	0	overlapStart	0	Zfp362
chr4	129136847	129137157	311	*	X1068	384061	129136999	129144593	7595	+	0	overlapStart	0	Fndc5
chr4	129984736	129985245	510	*	X1070	230775	129984870	130022633	37764	+	0	overlapStart	0	Adgrb2
chr4	130573744	130574208	465	*	X1071	67149	130531602	130574173	42572	-	0	overlapStart	0	Nkain1
chr4	130792393	130792785	393	*	X1072	20970	130792537	130826319	33783	+	0	overlapStart	0	Sdc3
chr4	131920264	131920922	659	*	X1073	545681	131899478	131920029	20552	-	234	upstream	234	Gm12992
chr4	131920264	131920922	659	*	X1073	623230	131921771	131923140	1370	+	848	upstream	848	Tmem200b
chr4	131921432	131922367	936	*	X1074	545681	131899478	131920029	20552	-	1402	upstream	1402	Gm12992
chr4	131921432	131922367	936	*	X1074	623230	131921771	131923140	1370	+	0	overlapStart	0	Tmem200b
chr4	132144350	132144678	329	*	X1075	18386	132110726	132144486	33761	-	0	overlapStart	0	Oprd1
chr4	134287346	134287748	403	*	X1078	230809	134275002	134287895	12894	-	0	inside	146	Pdik1l
chr4	136835489	136836054	566	*	X1082	13844	136647539	136835988	188450	-	0	overlapStart	0	Ephb2
chr4	136956542	136957121	580	*	X1083	13842	136929419	136956816	27398	-	0	overlapStart	0	Epha8
chr4	138216575	138216986	412	*	X1085	15441	138216296	138244683	28388	+	0	inside	278	Hp1bp3
chr4	138454060	138454391	332	*	X1086	66259	138454314	138460123	5810	+	0	overlapStart	0	Camk2n1
chr4	139075266	139075644	379	*	X1088	15565	139061108	139075570	14463	-	0	overlapStart	0	Htr6
chr4	139092681	139093065	385	*	X1089	17965	139082284	139092993	10710	-	0	overlapStart	0	Nbl1
chr4	140245607	140246825	1219	*	X1091	230868	140026846	140246784	219939	-	0	overlapStart	0	Igsf21
chr4	142238974	142239421	448	*	X1094	71529	142102390	142239401	137012	-	0	overlapStart	0	Kazn
chr4	143349902	143350249	348	*	X1095	242735	143349757	143371032	21276	+	0	inside	144	Lrrc38
chr4	145836986	145837446	461	*	X1098	236069	145837219	145837998	780	+	0	overlapStart	0	Gm13238
chr4	146067392	146068060	669	*	X1099	627585	146067752	146070928	3177	+	0	overlapStart	0	Gm13034
chr4	148130713	148131143	431	*	X1110	70433	148098437	148130698	32262	-	14	upstream	14	Draxin
chr4	148130713	148131143	431	*	X1110	71890	148130915	148145699	14785	+	0	overlapStart	0	Mad2l2
chr4	149307363	149307665	303	*	X1112	16561	149176319	149307693	131375	-	0	inside	27	Kif1b
chr4	149586350	149586884	535	*	X1113	65945	149586468	149648899	62432	+	0	overlapStart	0	Clstn1
chr4	151861066	151861818	753	*	X1115	100072	150917322	151861876	944555	-	0	inside	57	Camta1
chr4	151933425	151933573	149	*	X1116	230935	151933691	151982137	48447	+	117	upstream	117	Dnajc11
chr4	151933602	151934169	568	*	X1117	230935	151933691	151982137	48447	+	0	overlapStart	0	Dnajc11
chr4	152274017	152274389	373	*	X1119	100129	152274232	152285337	11106	+	0	overlapStart	0	Gpr153
chr4	152338547	152339274	728	*	X1121	269610	152338651	152390194	51544	+	0	overlapStart	0	Chd5
chr4	153481553	153482892	1340	*	X1122	230959	153373221	153482811	109591	-	0	overlapStart	0	Ajap1
chr4	155491307	155491618	312	*	X1125	14688	155491361	155559269	67909	+	0	overlapStart	0	Gnb1
chr4	155734846	155735196	351	*	X1126	381582	155734800	155740564	5765	+	0	inside	45	Tmem240
chr4	156235991	156236343	353	*	X1127	231003	156229044	156234857	5814	-	1133	upstream	1133	Klhl17
chr4	156235991	156236343	353	*	X1127	57741	156235919	156247616	11698	+	0	inside	71	Noc2l
chr5	3928164	3928627	464	*	X1128	100986	3928054	4081310	153257	+	0	inside	109	Akap9
chr5	14514857	14515291	435	*	X1130	26875	14514918	14863459	348542	+	0	overlapStart	0	Pclo
chr5	18360201	18360538	338	*	X1131	14677	18265135	18360355	95221	-	0	overlapStart	0	Gnai1
chr5	22344122	22345112	991	*	X1132	19699	21884454	22344702	460249	-	0	overlapStart	0	Reln
chr5	24351197	24351769	573	*	X1134	16511	24319589	24351604	32016	-	0	overlapStart	0	Kcnh2
chr5	24451976	24452431	456	*	X1135	213990	24452177	24502047	49871	+	0	overlapStart	0	Agap3
chr5	25499026	25499638	613	*	X1138	231051	25271798	25498783	226986	-	242	upstream	242	Kmt2c
chr5	28165720	28166269	550	*	X1139	13799	28165694	28172166	6473	+	0	inside	25	En2
chr5	28457932	28458714	783	*	X1140	654796	28458274	28933995	475722	+	0	overlapStart	0	9530036O11Rik
chr5	29477735	29478210	476	*	X1141	15285	29473034	29478470	5437	-	0	inside	259	Mnx1
chr5	30105087	30105794	708	*	X1142	242915	30105161	30118378	13218	+	0	overlapStart	0	Garem2
chr5	30105087	30105794	708	*	X1142	433868	30103584	30106086	2503	-	0	inside	291	3110082J24Rik
chr5	30588057	30588547	491	*	X1144	100502829	30573987	30588619	14633	-	0	inside	71	Gm9899
chr5	30588057	30588547	491	*	X1144	16527	30588170	30625271	37102	+	0	overlapStart	0	Kcnk3
chr5	33274710	33275175	466	*	X1146	13016	33247723	33274994	27272	-	0	overlapStart	0	Ctbp1
chr5	33433743	33434185	443	*	X1147	672284	33430734	33433976	3243	-	0	overlapStart	0	Nkx1-1
chr5	33820144	33820573	430	*	X1148	107823	33820725	33897975	77251	+	151	upstream	151	Nsd2
chr5	34288075	34288440	366	*	X1150	100862066	34288600	34327327	38728	+	159	upstream	159	Cfap99
chr5	34288075	34288440	366	*	X1150	231125	34194893	34288449	93557	-	0	inside	8	Zfyve28
chr5	35388751	35389527	777	*	X1153	15371	35389108	35399730	10623	+	0	overlapStart	0	Hmx1
chr5	35388751	35389527	777	*	X1153	442795	35379152	35388476	9325	-	274	upstream	274	E130018O15Rik
chr5	35679174	35679518	345	*	X1155	78558	35652023	35679782	27760	-	0	inside	263	Htra3
chr5	36695554	36695859	306	*	X1156	320661	36584788	36696024	111237	-	0	inside	164	D5Ertd579e
chr5	36868469	36868855	387	*	X1157	269643	36868513	36955078	86566	+	0	overlapStart	0	Ppp2r2c
chr5	37028168	37028691	524	*	X1158	76071	37028335	37150607	122273	+	0	overlapStart	0	Jakmip1
chr5	37241713	37242612	900	*	X1159	12933	37241940	37292133	50194	+	0	overlapStart	0	Crmp1
chr5	43233113	43233504	392	*	X1160	231207	43233170	43289724	56555	+	0	overlapStart	0	Cpeb2
chr5	43234017	43235067	1051	*	X1161	665934	43151686	43235355	83670	-	0	inside	287	Gm7854
chr5	44226379	44226850	472	*	X1162	231225	44175154	44226626	51473	-	0	overlapStart	0	Tapt1
chr5	50058638	50058983	346	*	X1164	70693	49959956	50059006	99051	-	0	inside	22	Adgra3
chr5	52190019	52190321	303	*	X1166	13204	52150203	52190514	40312	-	0	inside	192	Dhx15
chr5	52190019	52190321	303	*	X1166	414108	52190672	52279034	88363	+	350	upstream	350	9230114K14Rik
chr5	52565960	52566430	471	*	X1167	246316	52533517	52566462	32946	-	0	inside	31	Lgi2
chr5	53998485	53999074	590	*	X1169	116873	53998499	54121057	122559	+	0	overlapStart	0	Stim2
chr5	64803016	64803319	304	*	X1170	16599	64803388	64832901	29514	+	68	upstream	68	Klf3
chr5	65697769	65698305	537	*	X1171	71521	65605721	65698273	92553	-	0	overlapStart	0	Pds5a
chr5	67847285	67847488	204	*	X1174	11980	67618140	67847434	229295	-	0	overlapStart	0	Atp8a1
chr5	67847547	67847621	75	*	X1175	11980	67618140	67847434	229295	-	112	upstream	112	Atp8a1
chr5	72580553	72581047	495	*	X1176	317755	72577114	72581254	4141	-	0	inside	206	Zar1
chr5	73006753	73007100	348	*	X1177	231290	73006883	73012955	6073	+	0	overlapStart	0	Slc10a4
chr5	74068247	74068551	305	*	X1179	69727	73998453	74068431	69979	-	0	overlapStart	0	Usp46
chr5	75044340	75044758	419	*	X1180	74277	74997988	75044774	46787	-	0	inside	15	Chic2
chr5	77407725	77408047	323	*	X1181	29817	77349240	77408041	58802	-	0	overlapStart	0	Igfbp7
chr5	88675774	88676124	351	*	X1182	231413	88659448	88676171	16724	-	0	inside	46	Grsf1
chr5	88886602	88887379	778	*	X1183	54403	88886818	89239653	352836	+	0	overlapStart	0	Slc4a4
chr5	96997532	96998112	581	*	X1186	140780	96997689	97091867	94179	+	0	overlapStart	0	Bmp2k
chr5	98185840	98186454	615	*	X1187	102637492	98183121	98185984	2864	-	0	overlapStart	0	A730035I17Rik
chr5	99036889	99037254	366	*	X1188	19092	98929773	99037351	107579	-	0	inside	96	Prkg2
chr5	101663532	101665007	1476	*	X1190	18096	101658139	101664996	6858	-	0	overlapStart	0	Nkx6-1
chr5	101765005	101765477	473	*	X1191	74596	101765130	101823858	58729	+	0	overlapStart	0	Cds1
chr5	105415664	105416034	371	*	X1192	433926	105415775	105490074	74300	+	0	overlapStart	0	Lrrc8b
chr5	105699945	105700490	546	*	X1193	231549	105699969	105832436	132468	+	0	overlapStart	0	Lrrc8d
chr5	106458052	106458823	772	*	X1194	104382	106452523	106458166	5644	-	0	overlapStart	0	Barhl2
chr5	110448029	110448433	405	*	X1197	381668	110361754	110448602	86849	-	0	inside	168	Fbrsl1
chr5	110544239	110544558	320	*	X1198	231605	110544355	110621380	77026	+	0	overlapStart	0	Galnt9
chr5	110879661	110880030	370	*	X1199	209683	110879803	111289780	409978	+	0	overlapStart	0	Ttc28
chr5	111417312	111417724	413	*	X1200	433938	111417362	111457033	39672	+	0	overlapStart	0	Mn1
chr5	112394603	112394927	325	*	X1202	72898	112384354	112394866	10513	-	0	overlapStart	0	Asphd2
chr5	113015320	113015659	340	*	X1203	320129	112910482	113015791	105310	-	0	inside	131	Grk3
chr5	113220997	113221332	336	*	X1204	243219	113086323	113221236	134914	-	0	overlapStart	0	2900026A02Rik
